,topic,TimeQueried,Video_Title,Video_ID,Published_At,duration,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,Score
371,Calculus,09:05:00.948841,Line Integrals on CONSERVATIVE Vector Fields (Independence of Path):  Calculus 3 Lecture 15.4,HhopxDkW4L8,2016-05-16,0 days 01:53:58.000000000,-0.13025286464646632,-0.1658862704160523,-0.255633537706458,0.0,-0.12461727565073354,826
481,Calculus,09:05:14.569435,"Lec 1 | MIT 18.02 Multivariable Calculus, Fall 2007",PxCxlsl_YwY,2009-01-16,0 days 00:38:41.000000000,1.5790838422047038,0.17577447915622715,-0.03653661158320535,0.0,0.47664238347913285,834
320,Calculus,09:04:54.199671,tips for 2020 AP Calculus exam,yEa4JbS61gg,2020-05-11,0 days 00:20:43.000000000,-0.2912252553515019,-0.0963743306990603,-0.2512073371787155,0.0,0.34651902441371396,836
440,Calculus,09:05:07.796555,&quot;Prove&quot; 2 = 1 Using Calculus Derivatives - Can You Spot The Mistake?,ksWvwZeT2r8,2015-05-17,0 days 00:04:21.000000000,1.8270002280437252,0.707237898987862,10.08397089509997,0.0,2.61358203020002,840
36,Calculus,09:04:12.372046,"Taylor series | Essence of calculus, chapter 11",3d6DsjIBzJ4,2017-05-07,0 days 00:22:20.000000000,2.4463983354597203,3.4429950769092477,0.5300170559678318,0.0,2.610216770913845,842
272,Calculus,09:04:46.836330,12 th (NCERT) Mathematics-INTEGRATION  (CALCULUS) | EXERCISE-7.5 (Solution)|Pathshala ( hindi ),QtLXEDaNV9Q,2018-08-28,0 days 02:33:17.000000000,0.4589204229422139,0.39873880873011086,1.6166492855286103,0.0,0.6056439894491601,842
482,Calculus,09:05:14.569435,Introduction to Calculus (2 of 2: First Principles),50Bda5VKbqA,2015-06-27,0 days 00:10:21.000000000,0.6001509008355296,0.6111806887138077,-0.01219250868062172,0.0,0.414945963232598,842
2,Calculus,09:04:12.372046,Class 11 Chapter 3 Kinematics:  Differentiation || Calculus part 01 || Mathematical Tool,UiVYFFRs_BE,2018-05-01,0 days 01:00:20.000000000,4.9772380231164295,5.768137574231751,4.09974778159214,0.0,10.6531864648712,850
12,Calculus,09:04:12.372046,"The Essence of Calculus, Chapter 1",WUvTyaaNkzM,2017-04-28,0 days 00:17:05.000000000,5.541881241133543,7.53957601963427,1.4064047604608425,0.0,4.066252288732066,858
414,Calculus,09:05:07.796555,12 th (NCERT) Mathematics-INTEGRATION  (CALCULUS) | EXERCISE-7.6 (Solution)|Pathshala ( hindi ),TUB1CqwbxFo,2018-09-04,0 days 01:10:30.000000000,0.09768488674579356,0.15632389051982115,0.7092781773414022,0.0,0.4138242101372065,859
263,Calculus,09:04:46.836330,Squeeze theorem (sandwich theorem) | Limits | Differential Calculus | Khan Academy,igJdDN-DPgA,2008-06-25,0 days 00:07:37.000000000,1.3078293893535458,-0.05292936837594031,0.007725393694219431,0.0,-0.0831124111212465,869
279,Calculus,09:04:46.836330,Infinite Series - Comparison Test For Convergence of Series | Calculus,S-qzRWJOlf8,2019-01-23,0 days 00:17:04.000000000,-0.09006726850212353,0.06887595718319245,-0.07858551659675889,0.0,0.0728112691381778,878
284,Calculus,09:04:46.836330,"Implicit Differentiation Explained - Product Rule, Quotient &amp; Chain Rule - Calculus",LGY-DjFsALc,2016-02-21,0 days 00:12:48.000000000,0.4341670627503611,0.13918505217216828,0.06969220108261412,0.0,-0.04385105278254253,878
11,Calculus,09:04:12.372046,Understand Calculus in 10 Minutes,WjJ-kpgps1c,2017-05-19,0 days 00:21:58.000000000,5.547562560374539,3.4887517895211206,9.181025987440504,0.0,5.7455166725332045,886
311,Calculus,09:04:54.199671,Green&#39;s Theorem:  Calculus 3 Lecture 15.5,OnyCk62hEL4,2016-05-19,0 days 01:45:54.000000000,-0.08899614507548205,-0.1343986371726901,-0.24014183585935933,0.0,-0.11339974469681813,887
256,Calculus,09:04:46.836330,"Back to School Calculus 1 Review, Limits, Derivatives, Continuity &amp; Integration, Basic Introduction",SfruceeKV54,2017-08-21,0 days 01:30:41.000000000,-0.017714392021650722,-0.0005562670066011606,-0.1471916247767673,0.0,-0.1392000658908236,908
40,Calculus,09:04:12.372046,"Introduction to Calculus: The Greeks, Newton, and Leibniz",rBVi_9qAKTU,2018-02-19,0 days 00:08:40.000000000,0.7975112682631791,1.0279334649069662,0.5698528607175141,0.0,0.5888176930182869,911
49,Calculus,09:04:12.372046,Calculus 1 - Introduction to Limits,QfPqRMqP5kU,2017-09-07,0 days 00:40:05.000000000,1.4860572762639437,0.8302389574549706,0.4835419504265358,0.0,0.48561640824226515,912
34,Calculus,09:04:12.372046,Introduction to limits | Limits | Differential Calculus | Khan Academy,riXcZT2ICjA,2011-05-19,0 days 00:11:32.000000000,7.038923971027321,1.0178095929527713,1.041243216922088,0.0,0.6673404096956949,914
232,Calculus,09:04:39.888233,Lambda Calculus - Computerphile,eis11j_iGMs,2017-01-27,0 days 00:12:40.000000000,0.7393583321315053,0.9357025999384344,0.782310486049153,0.0,0.6998712494620496,916
10,Calculus,09:04:12.372046,Introduction to Calculus (1 of 2: Seeing the big picture),tt2DGYOi3hc,2015-06-26,0 days 00:12:11.000000000,1.7850568478434363,1.3325264943319965,0.6074755652033251,0.0,0.83111636162286,918
352,Calculus,09:05:00.948841,Lambda Calculus - Fundamentals of Lambda Calculus &amp; Functional Programming in JavaScript,3VQ382QG-y4,2017-08-25,0 days 01:02:15.000000000,-0.25559445208565185,-0.08082980289537517,-0.21137153242903323,0.0,-0.11900851017377582,923
28,Calculus,09:04:12.372046,12 th (NCERT) Mathematics-INTEGRATION  (CALCULUS) | EXERCISE-7.1 (Solution)|Pathshala ( hindi ),8GjlXU4wdIM,2018-05-29,0 days 01:32:31.000000000,2.9365867231873417,4.126476007108203,8.103246158935212,0.0,3.860971472275414,930
400,Calculus,09:05:07.796555,Integrating Exponential Functions By Substitution - Antiderivatives - Calculus,D9dqdbCgJQM,2017-02-21,0 days 00:11:17.000000000,0.19125037215356297,-0.05229164415835323,-0.01440560894449296,0.0,-0.1829484366110937,933
428,Calculus,09:05:07.796555,"Calculus 2 - Geometric Series, P-Series, Ratio Test, Root Test, Alternating Series, Integral Test",0YeON4p0ogw,2018-03-31,0 days 00:43:52.000000000,0.12876089713315092,0.09382691719628705,-0.10071651923547129,0.0,-0.0348770280194102,935
143,Calculus,09:04:26.442553,Calculus at a Fifth Grade Level,TzDhdvVg9_c,2017-05-09,0 days 00:19:06.000000000,3.8135195018831554,4.584043133226935,5.54711535416393,0.0,6.135886749729461,938
448,Calculus,09:05:07.796555,Calculus 1 Lecture 2.6:  Discussion of the Chain Rule for Derivatives of Functions,8dr1dZjfhmc,2014-01-14,0 days 01:34:01.000000000,-0.04697049990982408,-0.1269053776160419,-0.23350253506774563,0.0,-0.04048579349636791,949
18,Calculus,09:04:12.372046,"Calculus, what is it good for?",0Be_6Qaq1es,2018-06-04,0 days 00:07:43.000000000,0.6977322596547825,1.6864634350928274,0.392804839607815,0.0,0.7200628051790973,958
8,Calculus,09:04:12.372046,Calculus -- The foundation of modern science,rjLJIVoQxz4,2014-04-11,0 days 00:19:04.000000000,0.7293908403071,0.7264493410426729,0.5078860533291194,0.0,1.168764043335714,962
179,Calculus,09:04:33.229904,What they won&#39;t teach you in calculus,CfW845LNObM,2018-05-19,0 days 00:16:23.000000000,3.769054448662779,4.684006404333711,2.0282859346086606,0.0,2.7695057104594443,966
19,Calculus,09:04:12.372046,"Calculus 1 Introduction, Basic Review, Limits, Continuity, Derivatives, Integration, IB, AP, &amp; AB",rCxi-O79sVo,2017-01-01,0 days 02:46:04.000000000,1.5103506242004678,0.9480585066541841,0.4680502485794371,0.0,0.659488138027954,968
17,Calculus,09:04:12.372046,dy/dx னா இவ்வளவு தானா? | Basics of Calculus | LMES,YFwDVViULiA,2019-04-21,0 days 00:04:35.000000000,0.5133126749427327,1.7841946714380477,0.6495244702168788,0.0,1.6814052079296486,972
72,Calculus,09:04:19.464938,100 calculus 2 problems (in ONE take),Kwyk_mteyNc,2019-11-26,0 days 07:17:57.000000000,-0.01556878741467921,0.33416923169941876,-0.1361261234574111,0.0,0.3902673951339841,973
7,Calculus,09:04:12.372046,What is Calculus?  (Mathematics),w3GV9pumczQ,2016-09-29,0 days 00:09:14.000000000,0.9892423616320057,0.9998735993331346,0.6030493646755827,0.0,0.5854524337321123,979
376,Calculus,09:05:00.948841,Tensor Calculus 0: Introduction,kGXr1SF3WmA,2018-03-20,0 days 00:12:43.000000000,-0.20472784145809095,-0.15193605315633488,-0.2379287355954881,0.0,-0.21996628875901458,982
136,Calculus,09:04:26.442553,Calculus: Derivatives 1 | Taking derivatives | Differential Calculus | Khan Academy,rAof9Ld5sOg,2007-10-03,0 days 00:09:26.000000000,3.902573845210383,0.7483711110222289,0.9128834016175561,0.0,0.7391326078007535,998
53,Calculus,09:04:19.464938,Understand Calculus in 35 Minutes,WsQQvHm4lSw,2018-09-10,0 days 00:36:22.000000000,0.12164413819030878,0.2553305753002157,0.007725393694219431,0.0,0.11655963985844793,1003
24,Calculus,09:04:12.372046,Calculus (01) - Intro | التفاضل و التكامل - مقدمة,pqZvxYKSMnc,2016-05-01,0 days 00:32:23.000000000,0.11835689732923663,0.5007746835440441,0.21133061797037342,0.0,0.941048164971231,1028
130,Calculus,09:04:26.442553,Big Picture of Calculus,UcWsDwg1XwM,2010-05-05,0 days 00:37:47.000000000,1.1905229064910157,0.5242110485403694,0.142724509790365,0.0,0.5439475692026253,1030
430,Calculus,09:05:07.796555,Tensor Calculus For Physics Majors #1| Preliminary Vector Stuff part 1,Gucaa-pwuD8,2018-05-20,0 days 00:53:11.000000000,-0.24876478108317915,-0.11646264355305341,-0.24014183585935933,0.0,-0.09769520136133654,1033
299,Calculus,09:04:46.836330,Calculus 2 Lecture 6.5:  Calculus of Inverse Trigonometric Functions,ST3ORfqVYQw,2014-01-31,0 days 01:52:50.000000000,-0.12787557503498617,-0.17728559080542142,-0.23350253506774563,0.0,-0.19528772066040068,1035
475,Calculus,09:05:14.569435,Calculus 3 Lecture 11.3:  Using the Dot Product,TKlGMRghcDs,2016-01-29,0 days 02:29:04.000000000,-0.08870737825826835,-0.13264489557432563,-0.23128943480387437,0.0,-0.09769520136133654,1035
395,Calculus,09:05:00.948841,Calculus - The chain rule for derivatives,Jf38DwIV6U4,2013-09-22,0 days 00:07:09.000000000,-0.0758136040943081,-0.13686981851584004,-0.18924052979032083,0.0,-0.23567083209449616,1037
122,Calculus,09:04:26.442553,20 Years Without Brushing Teeth 😦 | Calculus Removal,JuerJU5huT8,2018-06-21,0 days 00:02:06.000000000,11.526583601148403,1.8590475514773315,10.635032860803909,0.0,6.997393126990166,1050
462,Calculus,09:05:14.569435,Calculus 3 Lecture 15.2:  How to Find Divergence and Curl of Vector Fields,TMWevkxtS9s,2016-05-06,0 days 01:11:50.000000000,-0.1432339404063284,-0.16174106300173627,-0.24235493612323059,0.0,-0.1156432508876012,1053
175,Calculus,09:04:33.229904,Stand and Deliver (1988) - What&#39;s Calculus? Scene (7/9) | Movieclips,T8KFieVkVkU,2017-06-27,0 days 00:01:24.000000000,1.330057718771623,0.20694325029079583,-0.007766308152879243,0.0,0.08739405937826784,1054
88,Calculus,09:04:19.464938,Math 2B. Calculus. Lecture 12. Trigonometric Substitution,rZDhNZCsz4s,2013-10-26,0 days 00:49:04.000000000,2.4667463228122197,0.9871191149813929,3.6084395230127253,0.0,2.994978082633144,1058
148,Calculus,09:04:26.442553,Calculus - The basic rules for derivatives,rRphiUtRKcY,2013-09-22,0 days 00:09:46.000000000,1.2803327443981627,0.6282398115342622,0.36846073670523133,0.0,0.26463104845013147,1058
461,Calculus,09:05:14.569435,Improper Integrals - Convergence &amp; Divergence - Calculus 2,WOZNsBAbFCE,2018-08-31,0 days 00:51:13.000000000,-0.054483473787912906,-0.08242411343934287,-0.20251913137354827,0.0,-0.15939162160787132,1064
168,Calculus,09:04:33.229904,"Integration by completing the square | MIT 18.01SC Single Variable Calculus, Fall 2010",CMbvq16z0gA,2011-01-08,0 days 00:14:05.000000000,0.938446263831904,0.4866650352299299,0.5233777551762181,0.0,0.7144540397021396,1068
116,Calculus,09:04:26.442553,Meet 2 students who earned perfect score on AP calculus exam,JerL0VyyNp8,2016-02-22,0 days 00:05:03.000000000,2.151171200149293,1.1836976050526111,1.5635348791957004,0.0,3.045456971925763,1070
429,Calculus,09:05:07.796555,4. Calculus: One of the Most Successful Technologies,8ZLC0egL6pc,2012-12-11,0 days 01:42:48.000000000,0.01789122809153536,-0.08473586372809605,-0.10956892029095623,0.0,-0.11900851017377582,1073
138,Calculus,09:04:26.442553,PreCalculus   Lesson 1,UumqgceaLX0,2017-04-04,0 days 00:52:27.000000000,0.3752485587777021,0.37346898660822275,0.3109201298445791,0.0,0.7828809785210237,1078
505,Calculus,09:05:21.528155,"Gradient, Divergence And Curl | Calculus | Chegg Tutors",TgU5feLBphE,2016-04-27,0 days 00:10:14.000000000,-0.009513078637412981,-0.09653376175345708,-0.10292961949934251,0.0,-0.204261745423533,1097
89,Calculus,09:04:19.464938,Math 2B. Calculus. Lecture 01.,GtP6CUEHDhY,2013-10-01,0 days 00:46:44.000000000,2.427418632735297,0.45206849642583063,2.6103313040067966,0.0,1.6455091088771192,1100
78,Calculus,09:04:19.464938,Calculus explained through a story,PWTdiAYQ2Cs,2018-10-06,0 days 00:14:52.000000000,0.41050833026096945,1.0528047093928623,0.625180367314295,0.0,1.6567266398310347,1102
478,Calculus,09:05:14.569435,Calculus 3 Lecture 11.4:  The Cross Product,qqfhgStQ-cA,2016-01-29,0 days 02:11:12.000000000,-0.14262618698870425,-0.16229907169212496,-0.23571563533161685,0.0,-0.12125201636455891,1103
16,Calculus,09:04:12.372046,Dr.H.C.Verma Teaching Calculus 1/6,Mo98xJZyCPU,2015-08-21,0 days 00:31:52.000000000,0.5039076068611564,0.1999282838973379,0.4636240480516946,0.0,0.1535774920063688,1106
269,Calculus,09:04:46.836330,Calculus- Lesson 8 | Derivative of a Function | Don&#39;t Memorise,AOkn9-UK5AU,2019-04-12,0 days 00:08:20.000000000,-0.2620547701823861,-0.17425640077188276,-0.2268632342761319,0.0,-0.1908007082788345,1111
62,Calculus,09:04:19.464938,A Day of Calculus,RY0TWBR-60k,2017-12-16,0 days 00:04:11.000000000,0.03592740202948133,0.08609451105804368,0.003299193166476952,0.0,-0.05282507754567487,1126
392,Calculus,09:05:00.948841,AP Calculus AB: 7.2 Verifying Solutions for Differential Equations,josNE58mj6w,2020-03-26,0 days 00:49:13.000000000,-0.20098730384906704,-0.19011979068436144,0.03206949659680306,0.0,6.376428105974934e-17,1126
473,Calculus,09:05:14.569435,12 th (NCERT) Mathematics-DIFFRENTIATION (CALCULUS) | EXERCISE-5.6 (Solution)|Pathshala ( Hindi ),6GXwxEO5Rvo,2019-07-10,0 days 01:59:43.000000000,-0.1121999019400777,-0.004462327839322041,0.23124852034521456,0.0,0.022332379845558428,1129
225,Calculus,09:04:39.888233,2Gether: U + Me = Us (Calculus),pMWxnjgvUQM,2010-12-15,0 days 00:03:21.000000000,0.5367262914128615,-0.03993573744260351,0.0010860929026057134,0.0,0.029062898417907677,1130
197,Calculus,09:04:33.229904,Calculus 1 Lecture 5.2:  Volume of Solids By Disks and Washers Method,GJOJl47l2_4,2014-01-23,0 days 02:47:49.000000000,0.09794847041034328,-0.062176369530953006,-0.1936667303180633,0.0,0.005506083414685302,1137
465,Calculus,09:05:14.569435,AP Calculus BC: 9.1 Defining and Differentiating Parametric Equations,SfKlNLkG_38,2020-03-25,0 days 00:55:06.000000000,0.035082926976815705,-0.19027922173875822,-0.15604402583225224,0.0,6.376428105974934e-17,1137
248,Calculus,09:04:39.888233,"Exponential Growth and Decay Calculus, Relative Growth Rate, Differential Equations, Word Problems",M9rcYTuFG4w,2017-02-04,0 days 00:13:02.000000000,-0.12126080026857947,-0.1679588741232103,-0.20473223163741952,0.0,-0.2558623878115439,1138
