,topic,TimeQueried,Video_Title,Video_ID,Published_At,duration,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,DateQueried
21,Calculus,09:04:12.372046,Calcuus kya hai | concepts of calculus  in Hindi,ph9HPn-GQnQ,2018-10-25,0 days 00:07:59.000000000,-0.3685123508772715,-0.2558851006230293,-0.17153572767935094,0.0,-0.2872714744825071,2020-08-18
22,Calculus,09:04:12.372046,Differential Calculus #2 L-3 | Decoding Calculus | Class 11 Maths | JEE Main | Pulkit Sir | Vedantu,xTTNOTzRJQ4,2019-07-28,0 days 00:52:49.000000000,-0.3545911040846207,-0.22336116552608812,-0.2202239334845182,0.0,-0.26707991876545933,2020-08-18
23,Calculus,09:04:12.372046,How did newton invented calculus.,RZ1Extuvcsw,2019-06-03,0 days 00:03:18.000000000,-0.37714345673364125,-0.2711904818451193,-0.2622728384980717,0.0,-0.28614972138711553,2020-08-18
24,Calculus,09:04:12.372046,Calculus (01) - Intro | التفاضل و التكامل - مقدمة,pqZvxYKSMnc,2016-05-01,0 days 00:32:23.000000000,0.11835689732923663,0.5007746835440441,0.21133061797037342,0.0,0.941048164971231,2020-08-18
25,Calculus,09:04:12.372046,What is Calculus used for? | How to use calculus in real life,4fqVT-DfpGg,2018-01-20,0 days 00:11:39.000000000,-0.17926767411480224,-0.0904753816863798,-0.03211041105546287,0.0,-0.13246954731847432,2020-08-18
26,Calculus,09:04:12.372046,Differential Calculus #1 L-2 | Decoding Calculus | Class 11 Maths | JEE Main | Pulkit Sir | Vedantu,Vz4zETUZ1Rc,2019-07-21,0 days 00:52:16.000000000,-0.31597861554335477,-0.1615816319473395,-0.1648964268877372,0.0,-0.20538349851892454,2020-08-18
27,Calculus,09:04:12.372046,Calculus | ESE 2020 | Engineering Mathematics | Gradeup,5dOsnncmggs,2019-11-28,0 days 01:49:31.000000000,-0.3670970576975556,-0.2619434806901066,-0.264485938761943,0.0,-0.30297601781798866,2020-08-18
28,Calculus,09:04:12.372046,12 th (NCERT) Mathematics-INTEGRATION  (CALCULUS) | EXERCISE-7.1 (Solution)|Pathshala ( hindi ),8GjlXU4wdIM,2018-05-29,0 days 01:32:31.000000000,2.9365867231873417,4.126476007108203,8.103246158935212,0.0,3.860971472275414,2020-08-18
29,Calculus,09:04:12.372046,Math top 200 Calculus | Airforce X Group special | THE TUTORS Academy,fuiB8PSW2A0,2020-04-22,0 days 04:17:57.000000000,-0.36894046447255924,-0.23619536540502814,-0.25342043744258674,0.0,-0.2951237461502479,2020-08-18
30,Calculus,09:04:12.372046,Calculus 3 Lecture 13.2:  Limits and Continuity of Multivariable Functions (with Squeeze Th.),MFF4mvyhAyA,2016-03-10,0 days 02:14:36.000000000,0.08622319452999191,0.001914914336548784,-0.1980929308458058,0.0,0.02345413294094997,2020-08-18
31,Calculus,09:04:12.372046,CA Foundation | Differential Calculus | PART 1 | Exercise 8 (A) | Maths | ICAI Module Solutions,MGeVG1RM0Rg,2020-07-03,0 days 01:02:19.000000000,-0.3833939152248423,-0.27310365449788054,-0.27333833981742794,0.0,-0.28614972138711553,2020-08-18
32,Calculus,09:04:12.372046,Integral Calculus | Lecture -1 | Introduction,lXYsgvAIbzg,2020-05-06,0 days 00:52:02.000000000,-0.38205249262627405,-0.26840043839317584,-0.2666990390258142,0.0,-0.28278446210094094,2020-08-18
33,Calculus,09:04:12.372046,Short Video On Calculus | Tamil | Visaipalagai,-v7oKHR0G14,2019-11-04,0 days 00:08:08.000000000,-0.3361788617335592,-0.031485891559574666,-0.209158432165162,0.0,0.11655963985844793,2020-08-18
34,Calculus,09:04:12.372046,Introduction to limits | Limits | Differential Calculus | Khan Academy,riXcZT2ICjA,2011-05-19,0 days 00:11:32.000000000,7.038923971027321,1.0178095929527713,1.041243216922088,0.0,0.6673404096956949,2020-08-18
35,Calculus,09:04:12.372046,Differential Calculus | IIT JEE Mains 2020 Most Important Numerical Type Questions | Vedantu Math,ShZexHeQ9WM,2020-03-25,0 days 00:53:38.000000000,-0.3517336556956805,-0.15384922580909613,-0.19587983058193456,0.0,-0.14144357208160666,2020-08-18
36,Calculus,09:04:12.372046,"Taylor series | Essence of calculus, chapter 11",3d6DsjIBzJ4,2017-05-07,0 days 00:22:20.000000000,2.4463983354597203,3.4429950769092477,0.5300170559678318,0.0,2.610216770913845,2020-08-18
37,Calculus,09:04:12.372046,Double Integration (Lecture -1) | UNIT-4 | Calculus Mathematics | B.Sc 1st Year,QtxIRVZ39qQ,2020-03-08,0 days 00:21:10.000000000,-0.3522070989657634,-0.21451274200706735,-0.2379287355954881,0.0,-0.20987051090049072,2020-08-18
38,Calculus,09:04:12.372046,UPSC Mathematics Optional (in Hindi) | Calculus | Lecture 1,VvaCcYvc5kA,2020-03-05,0 days 01:19:00.000000000,-0.3716384195612942,-0.25070359135513426,-0.2622728384980717,0.0,-0.2177227825682315,2020-08-18
39,Calculus,09:04:12.372046,"Introduction to Calculus: The Greeks, Newton, and Leibniz",rBVi_9qAKTU,2018-02-19,0 days 00:08:40.000000000,0.7975112682631791,1.0279334649069662,0.5698528607175141,0.0,0.5888176930182869,2020-08-18
40,Calculus,09:04:12.372046,INTEGRATION Shortcut Method - Calculus Tricks : Trick to calculate Integration,Jl1f2ioXruc,2019-04-15,0 days 00:16:47.000000000,0.9355099082312834,1.4366349728530876,2.8847557367268304,0.0,0.8569166828168654,2020-08-18
41,Calculus,09:04:12.372046,Vectors | Lecture 1 | Vector Calculus for Engineers,Su4nfJ_PrM4,2019-10-22,0 days 00:08:44.000000000,-0.3768295067637636,-0.27254564580749185,-0.27555144008129917,0.0,-0.3198023142488618,2020-08-18
42,Calculus,09:04:12.372046,"Calculus | Mean Value Theorem |  Important formulae | Rolles, Lagrange &amp; Cauchy",vGwurRO3b-c,2020-01-29,0 days 00:05:14.000000000,-0.3528585031813385,-0.22415832079807196,-0.24014183585935933,0.0,-0.2603494001931101,2020-08-18
43,Calculus,09:04:12.372046,Calculus I - Exam Questions Live,nYQ08qEZxQY,2013-05-09,0 days 00:54:35.000000000,-0.2120477444990892,-0.24057971940093933,-0.21358463269290448,0.0,-0.29400199305485636,2020-08-18
44,Calculus,09:04:12.372046,The Most Famous Calculus Book in Existence &quot;Calculus by Michael Spivak&quot;,huSD6GysL6k,2019-09-19,0 days 00:03:30.000000000,-0.34407629840898485,-0.22591206239643644,-0.264485938761943,0.0,-0.15714811541708826,2020-08-18
45,Calculus,09:04:12.372046,The Fundamental Theorem of Calculus: Redefining Integration,NLU9U8-wJrM,2018-04-23,0 days 00:09:38.000000000,-0.30461765593820905,-0.19059808384755175,-0.2202239334845182,0.0,-0.26483641257467627,2020-08-18
46,Calculus,09:04:12.372046,Introduction to Physics With Calculus - Derivatives and Basic Integration,mB0QnCWftGo,2018-12-30,0 days 00:56:13.000000000,-0.3138968082564654,-0.19864935209458867,-0.2512073371787155,0.0,-0.2233315480451892,2020-08-18
47,Calculus,09:04:12.372046,"Envelope and Evolutes, Envelope Math, Differential Calculus By GP Sir",H9xxLXYSrCw,2019-01-16,0 days 00:13:23.000000000,-0.25109841989670845,-0.08361984634731866,-0.16047022635999472,0.0,-0.061799102308807204,2020-08-18
48,Calculus,09:04:12.372046,Calculus 1 - Introduction to Limits,QfPqRMqP5kU,2017-09-07,0 days 00:40:05.000000000,1.4860572762639437,0.8302389574549706,0.4835419504265358,0.0,0.48561640824226515,2020-08-18
49,Calculus,09:04:19.464938,Power rule introduction (old) | Taking derivatives | Differential Calculus | Khan Academy,z1lwai-lIzY,2007-10-03,0 days 00:09:50.000000000,0.6809787476258554,-0.09175083012155397,-0.1803881287348359,0.0,-0.018050731588537074,2020-08-18
50,Calculus,09:04:19.464938,Calculus - How to find the derivative of a function using the power rule,pBc4Udqw330,2013-09-05,0 days 00:05:21.000000000,-0.09693555367201434,-0.15050117366676394,-0.22907633454000315,0.0,-0.24015784447606234,2020-08-18
51,Calculus,09:04:19.464938,Finding The Tangent Line Equation With Derivatives - Calculus Problems,5-TKfOzwu9w,2016-02-21,0 days 00:12:19.000000000,0.19298129418000087,-0.055958558409478956,0.0010860929026057134,0.0,-0.21547927637744843,2020-08-18
52,Calculus,09:04:19.464938,Understand Calculus in 35 Minutes,WsQQvHm4lSw,2018-09-10,0 days 00:36:22.000000000,0.12164413819030878,0.2553305753002157,0.007725393694219431,0.0,0.11655963985844793,2020-08-18
53,Calculus,09:04:19.464938,Derivation of Equation of Motion by Calculus,HVOlMD4Ch10,2018-08-30,0 days 00:09:49.000000000,-0.32640779849993307,-0.19330841177229685,-0.1361261234574111,0.0,-0.10779097921986042,2020-08-18
54,Calculus,09:04:19.464938,Calculus 1 - Integration &amp; Antiderivatives,6WUjbJEeJwM,2018-07-10,0 days 00:40:04.000000000,-0.23084612852433178,-0.1697923312487732,-0.2202239334845182,0.0,-0.2558623878115439,2020-08-18
55,Calculus,09:04:19.464938,Differentiability | Two Variable Function | Multivariable Calculus,JP2KnIj1yXU,2019-12-24,0 days 00:20:48.000000000,-0.35414788059773455,-0.2413768746729232,-0.24014183585935933,0.0,-0.24688836304841158,2020-08-18
56,Calculus,09:04:19.464938,Differentiation : (Calculus) (B.A/B.SC Mathematics1st Year),-wTQER4Q2lM,2018-10-19,0 days 00:44:26.000000000,-0.21513519901569375,-0.0660027148364755,0.0010860929026057134,0.0,0.017845367463992262,2020-08-18
57,Calculus,09:04:19.464938,Continuity over an interval | Limits and continuity | AP Calculus AB | Khan Academy,ENIQiqxFpBc,2017-06-29,0 days 00:09:00.000000000,-0.22143098718168996,-0.2588345751293696,-0.23128943480387437,0.0,-0.29736725234103095,2020-08-18
58,Calculus,09:04:19.464938,Introduction to Calculus,6s5Enyl8lik,2012-07-10,0 days 00:20:31.000000000,0.008805146610369618,-0.14818942337801078,-0.10735582002708499,0.0,0.00438433031929376,2020-08-18
59,Calculus,09:04:19.464938,Oxford Mathematics 1st Year Student Lecture - Introductory Calculus,I3GWzXRectE,2019-10-23,0 days 00:58:03.000000000,6.307002500878109,4.14441200072784,3.4026211984727,0.0,10.96054681300848,2020-08-18
60,Calculus,09:04:19.464938,Divergence Test For Series - Calculus 2,nC_IU1IzzS4,2018-03-28,0 days 00:10:10.000000000,-0.2664349598690752,-0.2173825009862092,-0.25342043744258674,0.0,-0.2715669311470255,2020-08-18
61,Calculus,09:04:19.464938,A Day of Calculus,RY0TWBR-60k,2017-12-16,0 days 00:04:11.000000000,0.03592740202948133,0.08609451105804368,0.003299193166476952,0.0,-0.05282507754567487,2020-08-18
62,Calculus,09:04:19.464938,"Application of Integral(Area and Length), Integral Calculus(Part-3) | Engineering Mathematics",knGhmS1yvdM,2017-11-15,0 days 00:23:49.000000000,-0.16324279463628652,-0.15839301085940408,-0.20473223163741952,0.0,-0.19192246137422606,2020-08-18
63,Calculus,09:04:19.464938,Stokes&#39; theorem intuition | Multivariable Calculus | Khan Academy,9iaYNaENVH4,2012-06-18,0 days 00:12:12.000000000,0.29456005876545027,-0.1029907194565263,-0.15161782530450976,0.0,-0.18967895518344297,2020-08-18
64,Calculus,09:04:19.464938,Solving murder mystery using Calculus! | Tamil | Newton&#39;s Law of Cooling | LMES,Gttj10goJ1I,2019-02-22,0 days 00:05:27.000000000,0.19592100753431005,1.3110033019884324,0.1537900111097212,0.0,2.050461976313466,2020-08-18
65,Calculus,09:04:19.464938,5 TIPS KUNG PAANO PUMASA SA CALCULUS | Vlog #6:,e47uC4bXsf8,2018-04-29,0 days 00:04:27.000000000,-0.3223768151968512,-0.1159843503898631,-0.24235493612323059,0.0,-0.0831124111212465,2020-08-18
66,Calculus,09:04:19.464938,Calculus-II : Çok Değişkenli Fonksiyonlarda Limit (Limits of Multivariable Functions),DMBaNrikfCY,2019-06-25,0 days 00:26:04.000000000,-0.34205493068848897,-0.2570808335310051,-0.2666990390258142,0.0,-0.2895149806732902,2020-08-18
67,Calculus,09:04:19.464938,Differentiation - gradient function dy/dx | Calculus by ExamSolutions,8gMLbb9ALMI,2011-08-11,0 days 00:11:51.000000000,-0.07121012378733166,-0.21331700909909157,-0.1803881287348359,0.0,-0.22220979494979767,2020-08-18
68,Calculus,09:04:19.464938,Calculus | Important formulae | Limit Continuity And Differentiability,C9TSePo6FKI,2020-01-28,0 days 00:10:40.000000000,-0.34878890571083854,-0.22336116552608812,-0.2224370337483894,0.0,-0.25137537542997773,2020-08-18
69,Calculus,09:04:19.464938,STEM Lessons for Grade 11 and Grade 12 | Pre-Calculus | DepEd Guide,kJbXckLmExo,2020-05-25,0 days 00:07:38.000000000,-0.3525126545514198,-0.1866123074876325,-0.2379287355954881,0.0,-0.21660102947283996,2020-08-18
70,Calculus,09:04:19.464938,Domain relational calculus in dbms | DRC | Bhanu Priya,wtAuIBxd3Bw,2020-01-08,0 days 00:06:27.000000000,-0.37646854824224646,-0.27485739609624504,-0.2666990390258142,0.0,-0.311950042581121,2020-08-18
71,Calculus,09:04:19.464938,100 calculus 2 problems (in ONE take),Kwyk_mteyNc,2019-11-26,0 days 07:17:57.000000000,-0.01556878741467921,0.33416923169941876,-0.1361261234574111,0.0,0.3902673951339841,2020-08-18
72,Calculus,09:04:19.464938,Calculus | Derivatives of a Function - Lesson 7 | Don&#39;t Memorise,lowavG2SXsQ,2019-04-05,0 days 00:12:11.000000000,0.04826882571167818,0.1689986593443644,0.058626699763257926,0.0,-0.06067734921341566,2020-08-18
73,Calculus,09:04:19.464938,Find the Volume of Any Shape Using Calculus,Lbg1M0PTy1A,2020-04-19,0 days 00:14:41.000000000,-0.25237268742150604,0.0468744716764381,-0.09850341897160005,0.0,-0.11452149779220966,2020-08-18
74,Calculus,09:04:19.464938,"JEE Limits, Continuity and Differentiability | Calculus | Target JEE | Solved Questions | JEE Maths",PgdRkuorUN8,2019-03-16,0 days 00:46:11.000000000,-0.1531477081717171,-0.15799443322341217,0.08739700319358404,0.0,-0.27829744971937476,2020-08-18
75,Calculus,09:04:19.464938,"Dear all calculus students, This is why you&#39;re learning about optimization",6O8Jyrr9LRc,2020-02-10,0 days 00:16:34.000000000,0.10941184150298919,0.43293676989821817,0.21796991876198712,0.0,0.1883518379635066,2020-08-18
76,Calculus,09:04:19.464938,Limits - Lecture 1| Calculus | Unacademy Foundation - Maths | Surabhi Gangwar,ihk5BYzX3Hk,2019-11-21,0 days 00:32:56.000000000,-0.34322510784894217,-0.22232486367250912,-0.14940472504063854,0.0,-0.2659581656700678,2020-08-18
77,Calculus,09:04:19.464938,Calculus explained through a story,PWTdiAYQ2Cs,2018-10-06,0 days 00:14:52.000000000,0.41050833026096945,1.0528047093928623,0.625180367314295,0.0,1.6567266398310347,2020-08-18
78,Calculus,09:04:19.464938,Solving murder mystery using Calculus II  | Tamil | Newton&#39;s Law of Cooling | LMES,CClhA4Wb9bg,2019-03-14,0 days 00:07:05.000000000,0.06990786935741826,0.969342552416153,0.18477341480391854,0.0,1.315713698832006,2020-08-18
79,Calculus,09:04:19.464938,Calculus 3 Lecture 14.1:  INTRODUCTION to Double Integrals (Background Info),lv_awaaT6gY,2016-04-12,0 days 00:51:58.000000000,-0.07123362806315138,-0.12100642860336137,-0.23350253506774563,0.0,-0.11900851017377582,2020-08-18
80,Calculus,09:04:19.464938,Introduction to Differential Calculus lecture-1 Basic concepts,BV55mA6Dobw,2020-03-23,0 days 00:54:03.000000000,-0.37944183913344093,-0.2626609204348921,-0.2666990390258142,0.0,-0.26820167186085087,2020-08-18
81,Calculus,09:04:19.464938,Calculus | Differentiation IIT JEE | Class 11 | JEE Main 2022 | JEEt Lo 2022 | Vedantu JEE,MCPKCICJwvQ,2020-04-24,0 days 00:43:00.000000000,-0.3580714157827834,-0.2294195455931654,-0.209158432165162,0.0,-0.2637146594792847,2020-08-18
82,Calculus,09:04:19.464938,Calculus-1|| Limits and Continuity || B.Sc. 1st Year Mathematics || Left and Right hand limit ||,A36bRKNc1jU,2019-10-09,0 days 00:18:50.000000000,-0.29968679464660086,-0.16764001201441678,-0.14276542424902483,0.0,-0.2008964861373584,2020-08-18
83,Calculus,09:04:19.464938,Multivariable Calculus,Ld9AtgPmyvM,2017-11-22,0 days 00:01:55.000000000,-0.31785392097839954,-0.25452993666065676,-0.2622728384980717,0.0,-0.3108282894857295,2020-08-18
84,Calculus,09:04:19.464938,Integral Calculus - 1 | The Ultimate Crash Course | Unacademy JEE | JEE Advanced 2019 | Mathematics,QilREln1u70,2019-05-23,0 days 00:33:39.000000000,-0.3575375329463069,-0.23348503748028304,-0.24014183585935933,0.0,-0.29400199305485636,2020-08-18
85,Calculus,09:04:19.464938,What is Calculus?,ismnD_QHKkQ,2009-02-17,0 days 00:01:32.000000000,0.37581937690475237,-0.12921712790479506,-0.009979408416750482,0.0,-0.1638786339894375,2020-08-18
86,Calculus,09:04:19.464938,Math 2B. Calculus. Lecture 12. Trigonometric Substitution,rZDhNZCsz4s,2013-10-26,0 days 00:49:04.000000000,2.4667463228122197,0.9871191149813929,3.6084395230127253,0.0,2.994978082633144,2020-08-18
87,Calculus,09:04:19.464938,Math 2B. Calculus. Lecture 01.,GtP6CUEHDhY,2013-10-01,0 days 00:46:44.000000000,2.427418632735297,0.45206849642583063,2.6103313040067966,0.0,1.6455091088771192,2020-08-18
88,Calculus,09:04:19.464938,What are the big ideas of Multivariable Calculus??   Full Course Intro,gsUgDpGWk-M,2020-04-28,0 days 00:16:50.000000000,-0.36759736299714674,-0.2360359343506314,-0.26891213928968544,0.0,-0.25698414090693544,2020-08-18
89,Calculus,09:04:19.464938,Calculus Ka Second Class Of 12th Class Lac:-2,MWaKh11uf3I,2020-08-06,0 days 01:02:54.000000000,-0.3820491348725855,-0.24647866841361984,-0.24235493612323059,0.0,-0.2794192028147663,2020-08-18
90,Calculus,09:04:19.464938,"Marginal Revenue, Average Cost, Profit, Price &amp; Demand Function - Calculus",itkoiNNxNa4,2016-11-20,0 days 00:55:39.000000000,-0.06385160657891528,-0.16253821827372011,-0.12284752187418367,0.0,-0.26483641257467627,2020-08-18
91,Calculus,09:04:19.464938,Calculus Book for Beginners: &quot;A First Course in Calculus by Serge Lang&quot;,m0BAq62ASMI,2019-12-18,0 days 00:07:43.000000000,-0.3791497145625387,-0.2669655589036049,-0.27333833981742794,0.0,-0.26820167186085087,2020-08-18
92,Calculus,09:04:19.464938,Vector Calculus - Green&#39;s Theorem | Example and Solution by GP Sir,6fJE3vvjB8o,2018-12-01,0 days 00:17:42.000000000,-0.0743513023629527,-0.0850547258368896,-0.04538901263869031,0.0,-0.07862539873968033,2020-08-18
93,Calculus,09:04:19.464938,Karang Gigi Tebal Pada Geraham | Tartar | Calculus | Dokter Gigi Tri Putra,awj_8ly5Kr4,2020-06-03,0 days 00:06:36.000000000,0.6741087835791204,-0.0475884280536485,0.35739523538587514,0.0,-0.10442571993368578,2020-08-18
94,Calculus,09:04:19.464938,Differentiation Solving Quick Revision !  -  derivatives - Kinematics | Calculus | Mathematical Tool,sZjxurf5oBk,2020-01-11,0 days 00:18:46.000000000,-0.36379302806804076,-0.2424928920537006,-0.2224370337483894,0.0,-0.2659581656700678,2020-08-18
95,Calculus,09:04:19.464938,Gilbert Strang: Linear Algebra vs Calculus,osEADxaIKIc,2019-11-27,0 days 00:02:14.000000000,-0.36009110462643495,-0.23619536540502814,-0.264485938761943,0.0,-0.2951237461502479,2020-08-18
96,Calculus,09:04:19.464938,Calculus of Finite Differences  - Numerical Analysis 1 | Engineering Mathematics 3,SJyQyoolof0,2019-06-27,0 days 00:18:27.000000000,-0.3837364061010725,-0.27692999980340305,-0.27333833981742794,0.0,-0.2895149806732902,2020-08-18
97,Calculus,09:04:19.464938,AP Calculus AB and BC Unit 1 Review [Limits and Continuity],xhKf7v2FU_g,2020-04-15,0 days 01:08:28.000000000,-0.36142077508709336,-0.22981812322915732,-0.27112523955355666,0.0,-0.10106046064751116,2020-08-18
98,Calculus,09:04:26.442553,Calculus 3 Lecture 13.8:  Finding Extrema of Functions of 2 Variables (Max and Min),kPL28zgEFk8,2016-04-13,0 days 03:38:16.000000000,-0.03236595024155712,-0.11718008329783888,-0.23350253506774563,0.0,-0.04385105278254253,2020-08-18
99,Calculus,09:04:26.442553,Integral Calculus JEE | JEE Main Sprint 2.0 | JEE Mains Maths | JEE Main April 2020 @Vedantu JEE,oGYoxg9xBR0,2020-03-20,0 days 02:01:39.000000000,-0.3056333764289898,-0.11909325595060012,-0.17596192820709342,0.0,-0.2008964861373584,2020-08-18
100,Calculus,09:04:26.442553,Calculus-I : Türev Kullanarak Fonksiyon Grafiği Çizme (Curve Sketching),KVvx5ufL7m8,2017-10-04,0 days 00:44:21.000000000,-0.08597584563264812,-0.15735670900582507,-0.15161782530450976,0.0,-0.20987051090049072,2020-08-18
101,Calculus,09:04:26.442553,Differential Calculus JEE | JEE Main Sprint 2.0 | JEE Mains Maths | JEE Main April 2020 @Vedantu JEE,itE1C3Eu9xU,2020-03-20,0 days 01:31:46.000000000,-0.3288891784757577,-0.10578076290846977,-0.06973311554127394,0.0,-0.0808689049304634,2020-08-18
102,Calculus,09:04:26.442553,"Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007",kCPVBl953eY,2009-01-16,0 days 00:49:55.000000000,0.26456356618895577,-0.14539937992606727,-0.18481432926257835,0.0,0.013358355082426094,2020-08-18
103,Calculus,09:04:26.442553,What is the Hardest Calculus Course?,Y8OZqUUMAr8,2019-11-15,0 days 00:01:44.000000000,-0.3763678156315905,-0.2631392135980824,-0.27555144008129917,0.0,-0.18407018970648525,2020-08-18
104,Calculus,09:04:26.442553,(B.A/B.SC Mathematics) Calculus : Limit And Continuity,ygfVutDpg9o,2018-09-30,0 days 00:29:17.000000000,-0.1948342202148334,-0.041211185877777674,0.060839800027129166,0.0,-0.016928978493145532,2020-08-18
105,Calculus,09:04:26.442553,10 Best Calculus Textbooks 2019,DOXoMmermb4,2019-07-11,0 days 00:04:50.000000000,-0.37872663759778374,-0.2755748358410305,-0.2622728384980717,0.0,-0.32316757353503645,2020-08-18
106,Calculus,09:04:26.442553,Fundamental Theorem of Calculus Part 2,ns8N1UuXl4w,2018-03-10,0 days 00:11:23.000000000,-0.26202790815287785,-0.22049140654694624,-0.24014183585935933,0.0,-0.2895149806732902,2020-08-18
107,Calculus,09:04:26.442553,Calculus in 20 Minutes with Professor Edward Burger,SOkMGWCLqoc,2019-02-14,0 days 00:18:21.000000000,-0.3074129858839114,-0.1652485461984652,-0.21801083322064693,0.0,-0.204261745423533,2020-08-18
